year,month,orderdate,turnover,quantity,country,city,productname,categoryname
2017,6,2017-06-28,1400,100,Germany,Cunewalde,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,6,2017-06-29,72,4,USA,Eugene,Steeleye Stout,Beverages
2017,7,2017-07-02,360,20,Canada,Montréal,Chai,Beverages
2017,7,2017-07-02,780,60,Canada,Montréal,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,7,2017-07-02,140,14,Denmark,Århus,Aniseed Syrup,Condiments
2017,7,2017-07-02,300,10,Denmark,Århus,Uncle Bob's Organic Dried Pears,Produce
2017,7,2017-07-02,372.4999905,50,Denmark,Århus,TourtiÃ¨re,Meat/Poultry
2017,7,2017-07-03,387.5,25,Germany,Frankfurt a.M.,Genen Shouyu,Condiments
2017,7,2017-07-03,156.1499977,5,Germany,Frankfurt a.M.,GumbÃ¤r GummibÃ¤rchen,Confections
2017,7,2017-07-04,1701,21,Germany,Frankfurt a.M.,Sir Rodney's Marmalade,Confections
2017,7,2017-07-04,720,20,Germany,Frankfurt a.M.,Gudbrandsdalsost,Dairy Products
2017,7,2017-07-04,72,4,Germany,Frankfurt a.M.,LakkalikÃ¶Ã¶ri,Beverages
2017,7,2017-07-04,168,24,USA,Anchorage,Filo Mix,Grains/Cereals
2017,7,2017-07-04,397.5,30,USA,Anchorage,Escargots de Bourgogne,Seafood
2017,7,2017-07-05,540,30,Austria,Graz,Steeleye Stout,Beverages
2017,7,2017-07-05,3420,120,Austria,Graz,Sirop d'Ã©rable,Condiments
2017,7,2017-07-05,2340,65,Austria,Graz,Gudbrandsdalsost,Dairy Products
2017,7,2017-07-06,190,5,USA,Seattle,Gnocchi di nonna Alice,Grains/Cereals
2017,7,2017-07-06,1053.600037,24,USA,Seattle,Vegie-spread,Condiments
2017,7,2017-07-06,232.5,30,USA,Seattle,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,7,2017-07-06,157.5,35,Austria,Salzburg,GuaranÃ¡ FantÃ¡stica,Beverages
2017,7,2017-07-06,390,20,Austria,Salzburg,Ravioli Angelo,Grains/Cereals
2017,7,2017-07-06,252.5999908,12,Austria,Salzburg,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,7,2017-07-09,2195.000076,50,USA,Albuquerque,Schoggi Schokolade,Confections
2017,7,2017-07-09,193.5,9,USA,Albuquerque,Flotemysost,Dairy Products
2017,7,2017-07-10,492.9999924,10,UK,London,Tarte au sucre,Confections
2017,7,2017-07-11,29.79999924,4,USA,Elgin,TourtiÃ¨re,Meat/Poultry
2017,7,2017-07-11,450,30,USA,Elgin,RÃ¶d Kaviar,Seafood
2017,7,2017-07-11,360,60,Venezuela,San Cristóbal,Konbu,Seafood
2017,7,2017-07-11,1925,35,Venezuela,San Cristóbal,Raclette Courdavault,Dairy Products
2017,7,2017-07-12,65,5,Denmark,Århus,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,7,2017-07-13,1008,48,USA,Boise,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,7,2017-07-13,500,25,USA,Boise,Maxilaku,Confections
2017,7,2017-07-13,76.5,6,Portugal,Lisboa,Chocolade,Confections
2017,7,2017-07-13,180,10,Portugal,Lisboa,LakkalikÃ¶Ã¶ri,Beverages
2017,7,2017-07-16,523.5000229,30,Canada,Montréal,Pavlova,Confections
2017,7,2017-07-16,1100,20,Canada,Montréal,Raclette Courdavault,Dairy Products
2017,7,2017-07-16,2380,70,Canada,Montréal,Camembert Pierrot,Dairy Products
2017,7,2017-07-16,322.5,15,Canada,Montréal,Flotemysost,Dairy Products
2017,7,2017-07-17,440,20,Brazil,Sao Paulo,Chef Anton's Cajun Seasoning,Condiments
2017,7,2017-07-17,480,20,Brazil,Sao Paulo,PÃ¢tÃ© chinois,Meat/Poultry
2017,7,2017-07-17,492.9999924,10,Brazil,Sao Paulo,Tarte au sucre,Confections
2017,7,2017-07-17,1350,45,USA,Boise,Uncle Bob's Organic Dried Pears,Produce
2017,7,2017-07-17,3900,100,USA,Boise,Alice Mutton,Meat/Poultry
2017,7,2017-07-17,35,14,USA,Boise,Geitost,Dairy Products
2017,7,2017-07-17,772.799984,42,USA,Boise,Boston Crab Meat,Seafood
2017,7,2017-07-17,417.5999908,12,USA,Boise,Mozzarella di Giovanni,Dairy Products
2017,7,2017-07-18,1064,28,Germany,Münster,Gnocchi di nonna Alice,Grains/Cereals
2017,7,2017-07-19,54,3,France,Nantes,Chai,Beverages
2017,7,2017-07-19,310,10,France,Nantes,Ikura,Seafood
2017,7,2017-07-19,60,6,France,Nantes,Sir Rodney's Scones,Confections
2017,7,2017-07-20,399,21,France,Toulouse,Inlagd Sill,Seafood
2017,7,2017-07-20,108,6,Poland,Warszawa,Chai,Beverages
2017,7,2017-07-20,190,10,Poland,Warszawa,Chang,Beverages
2017,7,2017-07-20,510,15,Poland,Warszawa,Camembert Pierrot,Dairy Products
2017,7,2017-07-23,2170,70,USA,Boise,Ikura,Seafood
2017,7,2017-07-23,1045,55,USA,Boise,Inlagd Sill,Seafood
2017,7,2017-07-23,360,18,USA,Boise,Maxilaku,Confections
2017,7,2017-07-23,1360,40,USA,Boise,Camembert Pierrot,Dairy Products
2017,7,2017-07-23,1440,80,USA,Boise,LakkalikÃ¶Ã¶ri,Beverages
2017,7,2017-07-24,48,8,Venezuela,San Cristóbal,Konbu,Seafood
2017,7,2017-07-24,310,40,Venezuela,San Cristóbal,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,7,2017-07-24,294,14,Germany,Mannheim,Queso Cabrales,Dairy Products
2017,7,2017-07-24,80,8,Germany,Mannheim,Sir Rodney's Scones,Confections
2017,7,2017-07-24,90,5,Germany,Mannheim,Chartreuse verte,Beverages
2017,7,2017-07-25,120,5,Finland,Helsinki,PÃ¢tÃ© chinois,Meat/Poultry
2017,7,2017-07-26,3952.5,15,USA,Eugene,CÃ´te de Blaye,Beverages
2017,7,2017-07-26,532,14,USA,Eugene,Gnocchi di nonna Alice,Grains/Cereals
2017,7,2017-07-26,225,15,USA,Eugene,Outback Lager,Beverages
2017,7,2017-07-26,322.5,15,USA,Eugene,Flotemysost,Dairy Products
2017,7,2017-07-26,1650,30,USA,Eugene,Raclette Courdavault,Dairy Products
2017,7,2017-07-27,1750,70,Canada,Montréal,Grandma's Boysenberry Spread,Condiments
2017,7,2017-07-27,760,20,Canada,Montréal,Gnocchi di nonna Alice,Grains/Cereals
2017,7,2017-07-27,187.5,15,Canada,Montréal,Scottish Longbreads,Confections
2017,7,2017-07-30,420,42,Canada,Montréal,Sir Rodney's Scones,Confections
2017,7,2017-07-30,840,40,Canada,Montréal,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,7,2017-07-31,22.5,5,Canada,Vancouver,GuaranÃ¡ FantÃ¡stica,Beverages
2017,7,2017-07-31,35,5,Canada,Vancouver,Filo Mix,Grains/Cereals
2017,7,2017-07-31,45.99999905,5,UK,Cowes,Teatime Chocolate Biscuits,Confections
2017,7,2017-07-31,90,10,UK,Cowes,TunnbrÃ¶d,Grains/Cereals
2017,7,2017-07-31,300,20,UK,Cowes,Outback Lager,Beverages
2017,7,2017-07-31,322.5,15,UK,Cowes,Flotemysost,Dairy Products
2017,8,2017-08-01,380,20,Brazil,Rio de Janeiro,Chang,Beverages
2017,8,2017-08-01,225,18,Brazil,Rio de Janeiro,Scottish Longbreads,Confections
2017,8,2017-08-02,488.25,21,Germany,München,Tofu,Produce
2017,8,2017-08-02,137.9999971,15,Germany,München,Teatime Chocolate Biscuits,Confections
2017,8,2017-08-02,250,25,Germany,München,Sir Rodney's Scones,Confections
2017,8,2017-08-02,13.5,3,Germany,München,GuaranÃ¡ FantÃ¡stica,Beverages
2017,8,2017-08-02,540,30,Germany,München,Steeleye Stout,Beverages
2017,8,2017-08-02,455.9999847,10,USA,Butte,RÃ¶ssle Sauerkraut,Produce
2017,8,2017-08-02,742.7400055,6,USA,Butte,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,8,2017-08-02,194.5000076,10,USA,Butte,Gula Malacca,Condiments
2017,8,2017-08-03,69.75,3,Mexico,México D.F.,Tofu,Produce
2017,8,2017-08-03,70,5,Mexico,México D.F.,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,8,2017-08-03,340,10,Mexico,México D.F.,Camembert Pierrot,Dairy Products
2017,8,2017-08-06,393.5999908,12,Sweden,Luleå,Perth Pasties,Meat/Poultry
2017,8,2017-08-06,680,20,Sweden,Luleå,Camembert Pierrot,Dairy Products
2017,8,2017-08-06,430,20,Sweden,Luleå,Flotemysost,Dairy Products
2017,8,2017-08-06,739.4999886,15,USA,Boise,Tarte au sucre,Confections
2017,8,2017-08-06,525,35,USA,Boise,RÃ¶d Kaviar,Seafood
2017,8,2017-08-07,450,25,France,Strasbourg,Chai,Beverages
2017,8,2017-08-07,2475.800018,20,Spain,Sevilla,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,8,2017-08-07,299.25,9,Spain,Sevilla,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,8,2017-08-08,288,12,Germany,Brandenburg,PÃ¢tÃ© chinois,Meat/Poultry
2017,8,2017-08-08,630,35,Germany,Brandenburg,LakkalikÃ¶Ã¶ri,Beverages
2017,8,2017-08-09,62,8,France,Toulouse,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,8,2017-08-09,570,30,Germany,Stuttgart,Chang,Beverages
2017,8,2017-08-09,50,20,Germany,Stuttgart,Geitost,Dairy Products
2017,8,2017-08-10,1368,36,Austria,Graz,Queso Manchego La Pastora,Dairy Products
2017,8,2017-08-10,78,13,Austria,Graz,Konbu,Seafood
2017,8,2017-08-10,1093.049984,35,Austria,Graz,GumbÃ¤r GummibÃ¤rchen,Confections
2017,8,2017-08-10,3943.999939,80,Austria,Graz,Tarte au sucre,Confections
2017,8,2017-08-10,1050,35,France,Lille,Uncle Bob's Organic Dried Pears,Produce
2017,8,2017-08-10,3125,50,France,Lille,Carnarvon Tigers,Seafood
2017,8,2017-08-10,795,15,France,Lille,Manjimup Dried Apples,Produce
2017,8,2017-08-10,15.5,2,France,Lille,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,8,2017-08-13,220,10,Italy,Bergamo,Chef Anton's Cajun Seasoning,Condiments
2017,8,2017-08-13,320.2500057,15,Italy,Bergamo,Chef Anton's Gumbo Mix,Condiments
2017,8,2017-08-13,840,40,Italy,Bergamo,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,8,2017-08-14,550,25,Finland,Oulu,Chef Anton's Cajun Seasoning,Condiments
2017,8,2017-08-14,79.5,6,Finland,Oulu,Escargots de Bourgogne,Seafood
2017,8,2017-08-14,210,10,Brazil,Sao Paulo,Queso Cabrales,Dairy Products
2017,8,2017-08-14,406.25,25,Brazil,Sao Paulo,Valkoinen suklaa,Confections
2017,8,2017-08-14,2280,60,Brazil,Sao Paulo,Gnocchi di nonna Alice,Grains/Cereals
2017,8,2017-08-15,190,20,Venezuela,I. de Margarita,Rogede sild,Seafood
2017,8,2017-08-15,442.049984,21,Venezuela,I. de Margarita,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,8,2017-08-15,2087.999954,60,Venezuela,I. de Margarita,Mozzarella di Giovanni,Dairy Products
2017,8,2017-08-15,500,8,Norway,Stavern,Carnarvon Tigers,Seafood
2017,8,2017-08-16,720,20,Germany,Stuttgart,Gudbrandsdalsost,Dairy Products
2017,8,2017-08-16,225,15,Germany,Stuttgart,Outback Lager,Beverages
2017,8,2017-08-17,950,50,Venezuela,San Cristóbal,Chang,Beverages
2017,8,2017-08-17,1103.999977,60,Venezuela,San Cristóbal,Boston Crab Meat,Seafood
2017,8,2017-08-17,300,30,Denmark,Kobenhavn,Sir Rodney's Scones,Confections
2017,8,2017-08-17,570,20,Denmark,Kobenhavn,Sirop d'Ã©rable,Condiments
2017,8,2017-08-20,683.9999771,15,Germany,Berlin,RÃ¶ssle Sauerkraut,Produce
2017,8,2017-08-20,378,21,Germany,Berlin,Chartreuse verte,Beverages
2017,8,2017-08-20,24,2,Germany,Berlin,Spegesild,Seafood
2017,8,2017-08-20,250,4,Brazil,Resende,Carnarvon Tigers,Seafood
2017,8,2017-08-20,920,20,Brazil,Resende,Ipoh Coffee,Beverages
2017,8,2017-08-20,252,21,Brazil,Resende,Spegesild,Seafood
2017,8,2017-08-21,1250,20,Brazil,Rio de Janeiro,Carnarvon Tigers,Seafood
2017,8,2017-08-21,285,15,Brazil,Rio de Janeiro,Inlagd Sill,Seafood
2017,8,2017-08-22,270,15,Ireland,Cork,Chai,Beverages
2017,8,2017-08-22,558,18,Ireland,Cork,Ikura,Seafood
2017,8,2017-08-22,645,30,Ireland,Cork,Flotemysost,Dairy Products
2017,8,2017-08-22,455,35,Ireland,Cork,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,8,2017-08-22,275.9999943,30,Brazil,Rio de Janeiro,Teatime Chocolate Biscuits,Confections
2017,8,2017-08-22,360,20,Brazil,Rio de Janeiro,Chartreuse verte,Beverages
2017,8,2017-08-23,315,15,Brazil,Rio de Janeiro,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,8,2017-08-23,67.5,15,Brazil,Rio de Janeiro,GuaranÃ¡ FantÃ¡stica,Beverages
2017,8,2017-08-23,911.9999695,20,Belgium,Bruxelles,RÃ¶ssle Sauerkraut,Produce
2017,8,2017-08-23,521.9999886,15,Belgium,Bruxelles,Mozzarella di Giovanni,Dairy Products
2017,8,2017-08-24,776.6999817,30,Brazil,Sao Paulo,Nord-Ost Matjeshering,Seafood
2017,8,2017-08-24,819.9999809,25,Brazil,Sao Paulo,Perth Pasties,Meat/Poultry
2017,8,2017-08-24,223.4999943,30,Brazil,Sao Paulo,TourtiÃ¨re,Meat/Poultry
2017,8,2017-08-27,110.3999977,12,Germany,Stuttgart,Teatime Chocolate Biscuits,Confections
2017,8,2017-08-27,420,20,Germany,Stuttgart,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,8,2017-08-27,51.77999878,2,Brazil,Campinas,Nord-Ost Matjeshering,Seafood
2017,8,2017-08-27,280,20,Brazil,Campinas,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,8,2017-08-28,523.5000229,30,Germany,München,Pavlova,Confections
2017,8,2017-08-28,680,20,Germany,München,Camembert Pierrot,Dairy Products
2017,8,2017-08-28,264,12,Sweden,Luleå,Chef Anton's Cajun Seasoning,Condiments
2017,8,2017-08-28,360,20,Sweden,Luleå,Chartreuse verte,Beverages
2017,8,2017-08-28,44.69999886,6,Sweden,Luleå,TourtiÃ¨re,Meat/Poultry
2017,8,2017-08-29,192.9999924,20,Italy,Reggio Emilia,Jack's New England Clam Chowder,Seafood
2017,8,2017-08-30,69.75,3,USA,Eugene,Tofu,Produce
2017,8,2017-08-30,544.6000214,28,USA,Eugene,Gula Malacca,Condiments
2017,8,2017-08-30,57,6,USA,Eugene,Zaanse koeken,Confections
2017,8,2017-08-30,775,50,USA,Boise,Genen Shouyu,Condiments
2017,8,2017-08-30,231.5999908,24,USA,Boise,Jack's New England Clam Chowder,Seafood
2017,8,2017-08-30,540,45,USA,Boise,Spegesild,Seafood
2017,8,2017-08-30,95,10,USA,Boise,Zaanse koeken,Confections
2017,8,2017-08-30,1710,45,USA,Boise,Gnocchi di nonna Alice,Grains/Cereals
2017,8,2017-08-30,1020,30,USA,Boise,Camembert Pierrot,Dairy Products
2017,8,2017-08-31,600,60,Germany,Cunewalde,Sir Rodney's Scones,Confections
2017,8,2017-08-31,1287.999973,70,Germany,Cunewalde,Boston Crab Meat,Seafood
2017,8,2017-08-31,1870,55,Germany,Cunewalde,Camembert Pierrot,Dairy Products
2017,8,2017-08-31,910,70,Germany,Cunewalde,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,8,2017-08-31,250,20,Brazil,Sao Paulo,Gorgonzola Telino,Dairy Products
2017,8,2017-08-31,441.5999908,24,Brazil,Sao Paulo,Boston Crab Meat,Seafood
2017,8,2017-08-31,600,40,Brazil,Sao Paulo,Outback Lager,Beverages
2017,9,2017-09-03,1701,21,USA,Elgin,Sir Rodney's Marmalade,Confections
2017,9,2017-09-04,54,3,Ireland,Cork,Chartreuse verte,Beverages
2017,9,2017-09-04,649.25,49,Ireland,Cork,Escargots de Bourgogne,Seafood
2017,9,2017-09-04,125,10,USA,Portland,Scottish Longbreads,Confections
2017,9,2017-09-05,551.9999886,30,France,Marseille,Boston Crab Meat,Seafood
2017,9,2017-09-05,420,30,France,Marseille,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,9,2017-09-05,1060,20,France,Marseille,Manjimup Dried Apples,Produce
2017,9,2017-09-05,744,24,Portugal,Lisboa,Ikura,Seafood
2017,9,2017-09-05,456,12,Portugal,Lisboa,Gnocchi di nonna Alice,Grains/Cereals
2017,9,2017-09-05,315.7499886,15,Portugal,Lisboa,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,9,2017-09-06,1060,20,USA,Portland,Manjimup Dried Apples,Produce
2017,9,2017-09-06,55,1,USA,Portland,Raclette Courdavault,Dairy Products
2017,9,2017-09-06,180,10,USA,Portland,LakkalikÃ¶Ã¶ri,Beverages
2017,9,2017-09-07,4456.440033,36,Switzerland,Genève,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,9,2017-09-07,210.4999924,10,Switzerland,Genève,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,9,2017-09-07,1620,45,Austria,Graz,Gudbrandsdalsost,Dairy Products
2017,9,2017-09-07,301,14,Austria,Graz,Flotemysost,Dairy Products
2017,9,2017-09-10,100,8,Germany,Stuttgart,Gorgonzola Telino,Dairy Products
2017,9,2017-09-10,96,4,Germany,Stuttgart,PÃ¢tÃ© chinois,Meat/Poultry
2017,9,2017-09-10,498.75,15,Germany,Stuttgart,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,9,2017-09-10,570,30,Denmark,Kobenhavn,Inlagd Sill,Seafood
2017,9,2017-09-11,288,32,Germany,München,TunnbrÃ¶d,Grains/Cereals
2017,9,2017-09-11,720,60,Germany,München,Spegesild,Seafood
2017,9,2017-09-11,350,25,Germany,München,Laughing Lumberjack Lager,Beverages
2017,9,2017-09-11,750,50,Germany,München,RÃ¶d Kaviar,Seafood
2017,9,2017-09-11,193.75,25,Germany,München,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,9,2017-09-12,174.5000076,10,France,Nantes,Pavlova,Confections
2017,9,2017-09-12,492.9999924,10,France,Nantes,Tarte au sucre,Confections
2017,9,2017-09-12,252.5999908,12,France,Nantes,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,9,2017-09-12,3952.5,15,Sweden,Luleå,CÃ´te de Blaye,Beverages
2017,9,2017-09-12,258,12,Sweden,Luleå,Flotemysost,Dairy Products
2017,9,2017-09-13,52.35000229,3,Finland,Helsinki,Pavlova,Confections
2017,9,2017-09-13,84,6,Finland,Helsinki,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,9,2017-09-13,276,6,Finland,Helsinki,Ipoh Coffee,Beverages
2017,9,2017-09-13,45,5,UK,Cowes,TunnbrÃ¶d,Grains/Cereals
2017,9,2017-09-14,697.5,30,Germany,München,Tofu,Produce
2017,9,2017-09-14,327.9999924,10,Germany,München,Perth Pasties,Meat/Poultry
2017,9,2017-09-14,397.5,30,Germany,München,Escargots de Bourgogne,Seafood
2017,9,2017-09-17,62,2,Mexico,México D.F.,Ikura,Seafood
2017,9,2017-09-17,64.39999866,7,Mexico,México D.F.,Teatime Chocolate Biscuits,Confections
2017,9,2017-09-17,408.450016,21,Mexico,México D.F.,Gula Malacca,Condiments
2017,9,2017-09-17,936.8999863,30,Mexico,México D.F.,GumbÃ¤r GummibÃ¤rchen,Confections
2017,9,2017-09-17,20,8,Mexico,México D.F.,Geitost,Dairy Products
2017,9,2017-09-18,3800,100,USA,Boise,Queso Manchego La Pastora,Dairy Products
2017,9,2017-09-18,75,30,USA,Boise,Geitost,Dairy Products
2017,9,2017-09-18,1157.999954,120,USA,Boise,Jack's New England Clam Chowder,Seafood
2017,9,2017-09-18,223.4999943,30,USA,Boise,TourtiÃ¨re,Meat/Poultry
2017,9,2017-09-18,660,12,France,Strasbourg,Raclette Courdavault,Dairy Products
2017,9,2017-09-19,872.5000381,50,USA,Anchorage,Pavlova,Confections
2017,9,2017-09-19,250,20,USA,Anchorage,Gorgonzola Telino,Dairy Products
2017,9,2017-09-19,560,40,USA,Anchorage,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,9,2017-09-20,275.9999943,30,USA,Eugene,Teatime Chocolate Biscuits,Confections
2017,9,2017-09-20,120,12,USA,Eugene,Sir Rodney's Scones,Confections
2017,9,2017-09-20,931,28,USA,Eugene,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,9,2017-09-20,75,30,Mexico,México D.F.,Geitost,Dairy Products
2017,9,2017-09-20,68,4,Mexico,México D.F.,Louisiana Hot Spiced Okra,Condiments
2017,9,2017-09-20,232.5,30,Mexico,México D.F.,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,9,2017-09-21,63,9,France,Nantes,Filo Mix,Grains/Cereals
2017,9,2017-09-21,367.9999924,20,Germany,Köln,Boston Crab Meat,Seafood
2017,9,2017-09-21,380,40,Germany,Köln,Zaanse koeken,Confections
2017,9,2017-09-21,1020,30,Germany,Köln,Camembert Pierrot,Dairy Products
2017,9,2017-09-24,620,20,Brazil,Campinas,Ikura,Seafood
2017,9,2017-09-24,38.59999847,4,Brazil,Campinas,Jack's New England Clam Chowder,Seafood
2017,9,2017-09-24,142.5,15,Brazil,Campinas,Zaanse koeken,Confections
2017,9,2017-09-25,1170,30,Austria,Salzburg,Alice Mutton,Meat/Poultry
2017,9,2017-09-25,468.4499931,15,Austria,Salzburg,GumbÃ¤r GummibÃ¤rchen,Confections
2017,9,2017-09-25,4850,50,Ireland,Cork,Mishi Kobe Niku,Meat/Poultry
2017,9,2017-09-25,1237.900009,10,Ireland,Cork,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,9,2017-09-25,114,6,Ireland,Cork,Inlagd Sill,Seafood
2017,9,2017-09-26,558,18,Denmark,Århus,Ikura,Seafood
2017,9,2017-09-26,2735.999908,60,Denmark,Århus,RÃ¶ssle Sauerkraut,Produce
2017,9,2017-09-26,196,14,Denmark,Århus,Sasquatch Ale,Beverages
2017,9,2017-09-26,630,35,Sweden,Luleå,Chai,Beverages
2017,9,2017-09-27,760,20,Brazil,Rio de Janeiro,Gnocchi di nonna Alice,Grains/Cereals
2017,9,2017-09-27,390,30,Brazil,Rio de Janeiro,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,9,2017-09-28,540,30,Germany,Cunewalde,Chai,Beverages
2017,9,2017-09-28,4951.600037,40,Germany,Cunewalde,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,9,2017-09-28,1840,40,Germany,Cunewalde,Ipoh Coffee,Beverages
2017,9,2017-09-28,466.8000183,24,Germany,Cunewalde,Gula Malacca,Condiments
2017,9,2017-09-28,2366.399963,48,Germany,Cunewalde,Tarte au sucre,Confections
2017,9,2017-09-28,878.0000305,20,Germany,Berlin,Vegie-spread,Condiments
2017,10,2017-10-01,582,6,USA,Seattle,Mishi Kobe Niku,Meat/Poultry
2017,10,2017-10-01,446.9999886,60,USA,Seattle,TourtiÃ¨re,Meat/Poultry
2017,10,2017-10-01,1080,30,USA,Seattle,Gudbrandsdalsost,Dairy Products
2017,10,2017-10-01,225,15,USA,Seattle,RÃ¶d Kaviar,Seafood
2017,10,2017-10-01,2700,90,Germany,Cunewalde,Uncle Bob's Organic Dried Pears,Produce
2017,10,2017-10-01,1375,25,Germany,Cunewalde,Raclette Courdavault,Dairy Products
2017,10,2017-10-01,750,50,Germany,Cunewalde,Outback Lager,Beverages
2017,10,2017-10-02,400,10,Finland,Helsinki,Northwoods Cranberry Sauce,Condiments
2017,10,2017-10-02,152,4,Finland,Helsinki,Queso Manchego La Pastora,Dairy Products
2017,10,2017-10-02,90,20,Finland,Helsinki,GuaranÃ¡ FantÃ¡stica,Beverages
2017,10,2017-10-03,780,20,USA,Seattle,Alice Mutton,Meat/Poultry
2017,10,2017-10-03,216,18,USA,Seattle,Spegesild,Seafood
2017,10,2017-10-03,64.39999866,7,Venezuela,I. de Margarita,Teatime Chocolate Biscuits,Confections
2017,10,2017-10-03,162,9,Venezuela,I. de Margarita,Steeleye Stout,Beverages
2017,10,2017-10-03,397.5,30,Venezuela,I. de Margarita,Escargots de Bourgogne,Seafood
2017,10,2017-10-03,450,30,Venezuela,I. de Margarita,Outback Lager,Beverages
2017,10,2017-10-04,315,15,Austria,Graz,Queso Cabrales,Dairy Products
2017,10,2017-10-04,312,8,Austria,Graz,Alice Mutton,Meat/Poultry
2017,10,2017-10-04,1485.480011,12,Austria,Graz,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,10,2017-10-04,1368.24995,65,Austria,Graz,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,10,2017-10-04,120,8,Austria,Graz,Outback Lager,Beverages
2017,10,2017-10-04,114,12,Germany,Leipzig,Zaanse koeken,Confections
2017,10,2017-10-05,90,5,USA,Boise,Chai,Beverages
2017,10,2017-10-05,168,12,USA,Boise,Sasquatch Ale,Beverages
2017,10,2017-10-05,500,40,USA,Boise,Scottish Longbreads,Confections
2017,10,2017-10-05,1290,60,USA,Boise,Flotemysost,Dairy Products
2017,10,2017-10-08,2310,42,Ireland,Cork,Raclette Courdavault,Dairy Products
2017,10,2017-10-08,430,20,Ireland,Cork,Flotemysost,Dairy Products
2017,10,2017-10-08,630,35,Ireland,Cork,LakkalikÃ¶Ã¶ri,Beverages
2017,10,2017-10-08,60,6,Germany,Berlin,Aniseed Syrup,Condiments
2017,10,2017-10-08,270,15,Germany,Berlin,LakkalikÃ¶Ã¶ri,Beverages
2017,10,2017-10-09,95,5,Sweden,Bräcke,Chang,Beverages
2017,10,2017-10-09,1925,35,Sweden,Bräcke,Raclette Courdavault,Dairy Products
2017,10,2017-10-09,525,35,Sweden,Bräcke,RÃ¶d Kaviar,Seafood
2017,10,2017-10-09,132,6,Brazil,Sao Paulo,Chef Anton's Cajun Seasoning,Condiments
2017,10,2017-10-09,157.5,35,Brazil,Sao Paulo,GuaranÃ¡ FantÃ¡stica,Beverages
2017,10,2017-10-09,306,24,Brazil,Sao Paulo,Chocolade,Confections
2017,10,2017-10-10,250,20,Venezuela,San Cristóbal,Gorgonzola Telino,Dairy Products
2017,10,2017-10-10,128,4,Venezuela,San Cristóbal,Mascarpone Fabioli,Dairy Products
2017,10,2017-10-11,349.0000153,20,USA,Anchorage,Pavlova,Confections
2017,10,2017-10-11,1104,24,USA,Anchorage,Ipoh Coffee,Beverages
2017,10,2017-10-11,440,8,USA,Anchorage,Raclette Courdavault,Dairy Products
2017,10,2017-10-11,504,21,UK,London,PÃ¢tÃ© chinois,Meat/Poultry
2017,10,2017-10-11,780,40,UK,London,Ravioli Angelo,Grains/Cereals
2017,10,2017-10-11,420,28,UK,London,Outback Lager,Beverages
2017,10,2017-10-12,85.40000153,4,USA,Portland,Chef Anton's Gumbo Mix,Condiments
2017,10,2017-10-12,95,5,USA,Portland,Inlagd Sill,Seafood
2017,10,2017-10-12,1600,40,Brazil,Campinas,Northwoods Cranberry Sauce,Condiments
2017,10,2017-10-12,1484,28,Brazil,Campinas,Manjimup Dried Apples,Produce
2017,10,2017-10-12,340,10,Brazil,Campinas,Camembert Pierrot,Dairy Products
2017,10,2017-10-15,45.99999905,5,Italy,Torino,Teatime Chocolate Biscuits,Confections
2017,10,2017-10-15,47.5,5,Italy,Torino,Zaanse koeken,Confections
